onset	duration	param_value	trial_type
12.773	0.767	n/a	dot_stim_validtrials
22.305	0.984	n/a	dot_stim_validtrials
31.088	0.617	n/a	dot_stim_validtrials
40.871	1.05	n/a	dot_stim_validtrials
50.903	1.15	n/a	dot_stim_validtrials
59.936	0.801	n/a	dot_stim_validtrials
69.218	1.2	n/a	dot_stim_validtrials
77.701	0.95	n/a	dot_stim_validtrials
87.433	0.984	n/a	dot_stim_validtrials
96.966	1.05	n/a	dot_stim_validtrials
107	0.884	n/a	dot_stim_validtrials
117.03	0.766	n/a	dot_stim_validtrials
126.06	0.5	n/a	dot_stim_validtrials
134.85	0.933	n/a	dot_stim_validtrials
144.63	0.6	n/a	dot_stim_validtrials
153.66	0.767	n/a	dot_stim_validtrials
165.48	0.983	n/a	dot_stim_validtrials
175.26	1.05	n/a	dot_stim_validtrials
184.54	0.966	n/a	dot_stim_validtrials
193.32	0.617	n/a	dot_stim_validtrials
201.61	0.85	n/a	dot_stim_validtrials
211.64	1.034	n/a	dot_stim_validtrials
220.92	0.633	n/a	dot_stim_validtrials
230.7	1.184	n/a	dot_stim_validtrials
238.19	0.617	n/a	dot_stim_validtrials
247.97	0.866	n/a	dot_stim_validtrials
259.5	1.233	n/a	dot_stim_validtrials
268.08	0.6	n/a	dot_stim_validtrials
277.37	0.767	n/a	dot_stim_validtrials
285.6	0.517	n/a	dot_stim_validtrials
293.63	1.1	n/a	dot_stim_validtrials
303.37	1.017	n/a	dot_stim_validtrials
312.65	0.666	n/a	dot_stim_validtrials
321.18	0.767	n/a	dot_stim_validtrials
329.46	1.083	n/a	dot_stim_validtrials
338.75	0.917	n/a	dot_stim_validtrials
347.28	0.667	n/a	dot_stim_validtrials
356.36	1.35	n/a	dot_stim_validtrials
364.74	0.75	n/a	dot_stim_validtrials
373.33	0.7	n/a	dot_stim_validtrials
391.94	0.7	n/a	dot_stim_validtrials
402.47	0.667	n/a	dot_stim_validtrials
410.76	1.033	n/a	dot_stim_validtrials
430.57	0.75	n/a	dot_stim_validtrials
439.8	1.016	n/a	dot_stim_validtrials
447.29	0.784	n/a	dot_stim_validtrials
456.57	1	n/a	dot_stim_validtrials
466.2	1.134	n/a	dot_stim_validtrials
476.73	1.017	n/a	dot_stim_validtrials
486.52	0.7	n/a	dot_stim_validtrials
494.8	0.833	n/a	dot_stim_validtrials
533.6	0.933	n/a	dot_stim_validtrials
542.63	0.65	n/a	dot_stim_validtrials
552.66	0.617	n/a	dot_stim_validtrials
562.69	1.384	n/a	dot_stim_validtrials
573.48	0.5	n/a	dot_stim_validtrials
584.51	0.884	n/a	dot_stim_validtrials
595.29	0.85	n/a	dot_stim_validtrials
605.07	0.917	n/a	dot_stim_validtrials
615.86	0.866	n/a	dot_stim_validtrials
624.74	0.884	n/a	dot_stim_validtrials
634.02	0.683	n/a	dot_stim_validtrials
641.3	0.767	n/a	dot_stim_validtrials
649.84	0.85	n/a	dot_stim_validtrials
658.37	0.866	n/a	dot_stim_validtrials
666.65	0.567	n/a	dot_stim_validtrials
675.43	0.567	n/a	dot_stim_validtrials
685.72	0.617	n/a	dot_stim_validtrials
694.3	0.517	n/a	dot_stim_validtrials
702.58	0.85	n/a	dot_stim_validtrials
712.11	0.934	n/a	dot_stim_validtrials
721.65	0.583	n/a	dot_stim_validtrials
730.23	0.817	n/a	dot_stim_validtrials
741.01	0.716	n/a	dot_stim_validtrials
749.79	0.567	n/a	dot_stim_validtrials
758.33	0.583	n/a	dot_stim_validtrials
767.86	0.767	n/a	dot_stim_validtrials
778.64	0.667	n/a	dot_stim_validtrials
787.17	0.634	n/a	dot_stim_validtrials
795.21	0.484	n/a	dot_stim_validtrials
804.04	0.833	n/a	dot_stim_validtrials
813.82	0.684	n/a	dot_stim_validtrials
823.86	0.618	n/a	dot_stim_validtrials
832.39	0.65	n/a	dot_stim_validtrials
850.95	0.934	n/a	dot_stim_validtrials
859.24	0.984	n/a	dot_stim_validtrials
867.27	0.817	n/a	dot_stim_validtrials
875.8	1.084	n/a	dot_stim_validtrials
885.33	1.1	n/a	dot_stim_validtrials
895.37	1.084	n/a	dot_stim_validtrials
905.15	0.783	n/a	dot_stim_validtrials
914.68	1.084	n/a	dot_stim_validtrials
923.71	0.95	n/a	dot_stim_validtrials
934	0.651	n/a	dot_stim_validtrials
942.18	0.95	n/a	dot_stim_validtrials
950.71	1.033	n/a	dot_stim_validtrials
