onset	duration	param_value	trial_type
5.026	1.133	n/a	dot_stim_validtrials
13.259	0.767	n/a	dot_stim_validtrials
22.391	0.767	n/a	dot_stim_validtrials
31.924	0.8	n/a	dot_stim_validtrials
43.956	1.167	n/a	dot_stim_validtrials
52.439	1.033	n/a	dot_stim_validtrials
62.971	1.234	n/a	dot_stim_validtrials
71.254	1.067	n/a	dot_stim_validtrials
91.269	1.117	n/a	dot_stim_validtrials
100.55	1.251	n/a	dot_stim_validtrials
109.33	1.134	n/a	dot_stim_validtrials
117.72	0.766	n/a	dot_stim_validtrials
126.5	1.15	n/a	dot_stim_validtrials
135.73	0.933	n/a	dot_stim_validtrials
144.71	1.117	n/a	dot_stim_validtrials
154.5	1.283	n/a	dot_stim_validtrials
163.06	1.033	n/a	dot_stim_validtrials
172.35	1.5	n/a	dot_stim_validtrials
182.38	1.267	n/a	dot_stim_validtrials
192.91	1.3	n/a	dot_stim_validtrials
202.29	1.467	n/a	dot_stim_validtrials
210.83	0.9	n/a	dot_stim_validtrials
222.11	1.3	n/a	dot_stim_validtrials
232.89	1.484	n/a	dot_stim_validtrials
242.67	1.033	n/a	dot_stim_validtrials
250.71	1.233	n/a	dot_stim_validtrials
259.84	1.433	n/a	dot_stim_validtrials
268.37	1.15	n/a	dot_stim_validtrials
277.5	1.134	n/a	dot_stim_validtrials
286.79	1.3	n/a	dot_stim_validtrials
297.07	1.15	n/a	dot_stim_validtrials
306.85	1.317	n/a	dot_stim_validtrials
315.88	1.3	n/a	dot_stim_validtrials
324.42	1.5	n/a	dot_stim_validtrials
354.16	1.034	n/a	dot_stim_validtrials
363.45	0.95	n/a	dot_stim_validtrials
372.48	1.233	n/a	dot_stim_validtrials
380.76	0.95	n/a	dot_stim_validtrials
389.79	1.267	n/a	dot_stim_validtrials
399.83	1.134	n/a	dot_stim_validtrials
408.61	0.917	n/a	dot_stim_validtrials
419.14	1.134	n/a	dot_stim_validtrials
437.96	0.917	n/a	dot_stim_validtrials
446.99	0.9	n/a	dot_stim_validtrials
455.07	1.116	n/a	dot_stim_validtrials
465.35	0.934	n/a	dot_stim_validtrials
473.64	1.116	n/a	dot_stim_validtrials
484.42	0.834	n/a	dot_stim_validtrials
495.45	1.1	n/a	dot_stim_validtrials
542.78	0.95	n/a	dot_stim_validtrials
552.66	1.084	n/a	dot_stim_validtrials
562.7	1.35	n/a	dot_stim_validtrials
580.76	0.884	n/a	dot_stim_validtrials
588.04	1.067	n/a	dot_stim_validtrials
597.33	1.367	n/a	dot_stim_validtrials
605.86	1.083	n/a	dot_stim_validtrials
614.14	1.216	n/a	dot_stim_validtrials
622.92	0.867	n/a	dot_stim_validtrials
633.21	1.066	n/a	dot_stim_validtrials
642.49	1.15	n/a	dot_stim_validtrials
651.22	1.033	n/a	dot_stim_validtrials
659.5	1.266	n/a	dot_stim_validtrials
668.09	1.267	n/a	dot_stim_validtrials
678.12	0.983	n/a	dot_stim_validtrials
687.1	1.434	n/a	dot_stim_validtrials
706.67	1.299	n/a	dot_stim_validtrials
716.2	0.983	n/a	dot_stim_validtrials
725.23	1.5	n/a	dot_stim_validtrials
735.01	1.217	n/a	dot_stim_validtrials
743.8	1.267	n/a	dot_stim_validtrials
751.83	1.217	n/a	dot_stim_validtrials
761.36	1.233	n/a	dot_stim_validtrials
770.41	1.233	n/a	dot_stim_validtrials
778.94	1.284	n/a	dot_stim_validtrials
790.48	0.917	n/a	dot_stim_validtrials
799.21	1.317	n/a	dot_stim_validtrials
806.74	1.35	n/a	dot_stim_validtrials
815.27	1.283	n/a	dot_stim_validtrials
824.81	0.984	n/a	dot_stim_validtrials
833.19	1.017	n/a	dot_stim_validtrials
840.47	0.8	n/a	dot_stim_validtrials
850.5	1.167	n/a	dot_stim_validtrials
859.29	1.25	n/a	dot_stim_validtrials
866.77	1.051	n/a	dot_stim_validtrials
877.55	1.45	n/a	dot_stim_validtrials
887.34	1.4	n/a	dot_stim_validtrials
895.62	1	n/a	dot_stim_validtrials
904.4	0.866	n/a	dot_stim_validtrials
913.73	1.217	n/a	dot_stim_validtrials
921.52	0.933	n/a	dot_stim_validtrials
929.55	1.184	n/a	dot_stim_validtrials
937.08	1.367	n/a	dot_stim_validtrials
944.81	0.983	n/a	dot_stim_validtrials
954.15	1.334	n/a	dot_stim_validtrials
963.78	1.267	n/a	dot_stim_validtrials
972.81	0.983	n/a	dot_stim_validtrials
981.84	0.717	n/a	dot_stim_validtrials
989.68	1.117	n/a	dot_stim_validtrials
999.71	1.35	n/a	dot_stim_validtrials
1007.7	1.283	n/a	dot_stim_validtrials
1016.5	0.783	n/a	dot_stim_validtrials
1025.3	1.167	n/a	dot_stim_validtrials
1063.4	1.117	n/a	dot_stim_validtrials
1072	1.1	n/a	dot_stim_validtrials
1081.9	0.983	n/a	dot_stim_validtrials
1091.2	1.283	n/a	dot_stim_validtrials
1101.9	1.167	n/a	dot_stim_validtrials
1110.2	1.133	n/a	dot_stim_validtrials
